Ra, Rb
8.922265, 0.472289
8.922344, 0.472291
8.922423, 0.472293
8.922502, 0.472295
8.922581, 0.472297
8.922661, 0.472299
8.922740, 0.472301
8.922820, 0.472303
8.922900, 0.472306
8.922981, 0.472308
8.923061, 0.472310
8.923141, 0.472312
8.923222, 0.472314
8.923303, 0.472316
8.923384, 0.472318
8.923466, 0.472320
8.923547, 0.472323
8.923629, 0.472325
8.923710, 0.472327
8.923792, 0.472329
8.923875, 0.472331
8.923957, 0.472333
8.924039, 0.472336
8.924122, 0.472338
8.924205, 0.472340
8.924288, 0.472342
8.924371, 0.472344
8.924454, 0.472347
8.924538, 0.472349
8.924622, 0.472351
8.924706, 0.472353
8.924790, 0.472356
8.924874, 0.472358
8.924958, 0.472360
8.925043, 0.472362
8.925128, 0.472364
8.925213, 0.472367
8.925298, 0.472369
8.925383, 0.472371
8.925468, 0.472373
8.925554, 0.472376
8.925640, 0.472378
8.925726, 0.472380
8.925812, 0.472383
8.925898, 0.472385
8.925985, 0.472387
8.926071, 0.472389
8.926158, 0.472392
8.926245, 0.472394
8.926332, 0.472396
8.926420, 0.472399
8.926507, 0.472401
8.926595, 0.472403
8.926683, 0.472406
8.926771, 0.472408
8.926859, 0.472410
8.926948, 0.472413
8.927036, 0.472415
8.927125, 0.472417
8.927214, 0.472420
8.927303, 0.472422
8.927392, 0.472424
8.927482, 0.472427
8.927571, 0.472429
8.927661, 0.472432
8.927751, 0.472434
8.927841, 0.472436
8.927932, 0.472439
8.928022, 0.472441
8.928113, 0.472443
8.928204, 0.472446
8.928295, 0.472448
8.928386, 0.472451
8.928477, 0.472453
8.928569, 0.472456
8.928660, 0.472458
8.928752, 0.472460
8.928844, 0.472463
8.928937, 0.472465
8.929029, 0.472468
8.929122, 0.472470
8.929214, 0.472473
8.929307, 0.472475
8.929400, 0.472478
8.929494, 0.472480
8.929587, 0.472482
8.929681, 0.472485
8.929774, 0.472487
8.929868, 0.472490
8.929963, 0.472492
8.930057, 0.472495
8.930151, 0.472497
8.930246, 0.472500
8.930341, 0.472502
8.930436, 0.472505
8.930531, 0.472507
8.930626, 0.472510
8.930722, 0.472512
8.930818, 0.472515
8.930914, 0.472518
8.931010, 0.472520
8.931106, 0.472523
8.931202, 0.472525
8.931299, 0.472528
8.931396, 0.472530
8.931492, 0.472533
8.931590, 0.472535
8.931687, 0.472538
8.931784, 0.472541
8.931882, 0.472543
8.931980, 0.472546
8.932078, 0.472548
8.932176, 0.472551
8.932274, 0.472554
8.932373, 0.472556
8.932471, 0.472559
8.932570, 0.472561
8.932669, 0.472564
8.932768, 0.472567
8.932868, 0.472569
8.932967, 0.472572
8.933067, 0.472575
8.933167, 0.472577
8.933267, 0.472580
8.933367, 0.472582
8.933467, 0.472585
8.933568, 0.472588
8.933669, 0.472590
8.933770, 0.472593
8.933871, 0.472596
8.933972, 0.472598
8.934073, 0.472601
8.934175, 0.472604
8.934277, 0.472607
8.934379, 0.472609
8.934481, 0.472612
8.934583, 0.472615
8.934686, 0.472617
8.934788, 0.472620
8.934891, 0.472623
8.934994, 0.472625
8.935097, 0.472628
8.935201, 0.472631
8.935304, 0.472634
8.935408, 0.472636
8.935512, 0.472639
